ph0,ph1,type,is_upma,syn_0,syn_1,phrase_0,phrase_1,contrast,content
Commit message,dedicate content,control_syn,False,8,7,9,6,2,"{'syn_0': '""Commit"" and ""dedicate"" share a similar meaning in the context of devoting oneself to a cause or effort. Both imply a sense of loyalty and intention towards something. \n\nRating: 8', 'syn_1': '""Message"" and ""content"" can share a similar meaning in contexts where ""message"" refers to the information conveyed and ""content"" refers to the material or information within a medium. However, they are not strictly synonymous. \n\nRating: 7', 'phrase_0': 'Yes, ""commit message"" is a recognized phrase in software development, particularly in version control systems like Git. It refers to the description accompanying a commit that explains what changes have been made. \n\nRating: 9', 'phrase_1': 'The phrase ""dedicate content"" is not widely recognized as a standard phrase but can be understood in specific contexts, such as content creation or digital media, referring to the act of committing content to a particular audience or purpose. Its usage may be niche. \n\nRating: 6', 'contrast': '""Commit message"" and ""dedicate content"" do not have a similar meaning. A commit message refers to a description of changes made in a version control system, while dedicate content usually pertains to content that is attributed to a specific individual or purpose. Therefore, their meanings are quite different.\n\nRating: 2'}"
Easy choice,light option,control_syn,False,7,8,8,7,3,"{'syn_0': '""Easy"" and ""light"" can share a similar meaning in contexts where ""light"" refers to something that is not heavy or burdensome, and ""easy"" refers to something that is not difficult. In informal contexts, both can imply a lack of strain or effort. \n\nRating: 7', 'syn_1': '""Choice"" and ""option"" both refer to alternatives available for selection, with ""option"" often implying a single alternative within a set of choices. They are closely related in meaning, though ""choice"" can also imply a decision made.\n\nRating: 8', 'phrase_0': '""Easy choice"" is a recognized phrase often used to indicate a simple decision or option. It is commonly understood in everyday language and can be used in various contexts. \n\nRating: 8', 'phrase_1': '""Light option"" is a recognized phrase often used in contexts like product features (e.g., lightweight versions of items) or dietary choices (e.g., lighter meal options). While not extremely common, it conveys a clear meaning in certain niches.\n\nRating: 7', 'contrast': '""Easy choice"" and ""light option"" refer to different concepts. ""Easy choice"" implies a decision that is simple or straightforward, while ""light option"" suggests something that is less demanding or burdensome. They do not have similar meanings. \n\nRating: 3'}"
High horse,mellow buck,control_syn,False,2,5,8,3,2,"{'syn_0': '""High"" generally refers to a state of being elevated or intoxicated, while ""mellow"" often describes a calm, relaxed state. Though both can refer to altered states of mind or mood, they convey opposite sensations (intense vs. relaxed).  \n\nRating: 2', 'syn_1': '""Horse"" and ""buck"" can both refer to aspects of equestrian themes; ""buck"" can describe a horse\'s behavior when it kicks backward. However, they don\'t significantly share a broader meaning outside that context. \n\nRating: 5', 'phrase_0': 'Yes, ""high horse"" is a recognized phrase, commonly used to describe someone who is acting condescending or self-righteous. It has informal and idiomatic usage in everyday language.\n\nRating: 8', 'phrase_1': '""Mellow buck"" is not a widely recognized phrase and appears to have niche or informal uses, potentially referring to a relaxed state of spending or perhaps a type of deer (but that\'s less common). Due to its ambiguity and lack of widespread recognition, I would rate it a 3 out of 10.\n\nRating: 3', 'contrast': 'No, ""high horse"" refers to an attitude of superiority or arrogance, while ""mellow buck"" typically means someone who is easygoing or relaxed. They convey opposite sentiments. \n\nRating: 2'}"
Prompt engineering,incite engineer,control_syn,False,7,9,8,3,3,"{'syn_0': 'Yes, ""prompt"" and ""incite"" share a meaning related to encouraging or stimulating action. \n\nRating: 7', 'syn_1': 'Yes, ""engineering"" and ""engineer"" share meanings related to the design and creation of systems, structures, or machinery. Both terms relate to the application of scientific and mathematical principles to develop solutions. \n\nRating: 9', 'phrase_0': 'Yes, ""prompt engineering"" is a recognized phrase, especially in the context of AI and machine learning, referring to the practice of designing effective prompts to interact with models like GPT. It is widely used in tech communities as a form of jargon.\n\nRating: 8', 'phrase_1': 'The phrase ""incite engineer"" is not widely recognized or established in common parlance, technical jargon, or niche uses. It could imply a role related to provoking or driving engineering initiatives, but it\'s not a standard term. \n\nRating: 3', 'contrast': '""Prompt engineering"" refers to the process of designing effective prompts for AI models to elicit desired responses, while ""incite engineer"" is not a widely recognized term and may refer to influencing or provoking actions or behaviors, which could relate to engineering or persuasion. Thus, they have different focuses.\n\nSimilarity Rating: 3'}"
charity slip,Charity Case,control_syn,False,8,1,4,7,3,"{'syn_0': 'Yes, ""charity"" and ""Charity"" can share a similar meaning in the context of charitable organizations, as ""Charity"" often refers to a specific organization or can denote the concept of giving. \n\nRating: 8', 'syn_1': '""Slip"" and ""case"" do not share a common meaning. ""Slip"" can refer to losing grip or a minor mistake, while ""case"" typically refers to a situation, container, or instance of something. They are not opposites, but they are quite distinct in meaning.\n\nRating: 1', 'phrase_0': '""Charity slip"" is not widely recognized as a standard phrase and may refer to specific contexts, such as a document for charitable contributions or a form used in fundraising events. Its recognition can vary by niche or locality.  \n\nRating: 4', 'phrase_1': '""Charity Case"" is a recognized phrase, often used to refer to someone who is perceived as needy or dependent on others, particularly in the context of charitable support. It can also refer to a fundraising effort for someone in need. Overall, it has a somewhat negative connotation in informal settings, but it is well-understood.\n\nRating: 7', 'contrast': '""Charity slip"" refers to a document related to donations, while ""Charity Case"" typically refers to a person or situation in need of charity or assistance. They are related to the concept of charity but differ significantly in context and usage. \n\nSimilarity rating: 3/10.  \nRating: 3'}"
Yellow fever,yellow-bellied febricity,control_syn,False,9,9,8,3,2,"{'syn_0': '""Yellow"" commonly refers to the color, but it can also imply cowardice or timidity in slang. ""Yellow-bellied"" specifically means cowardly and is a direct slang term for someone who is afraid. They share a meaning related to cowardice.\n\nRating: 9', 'syn_1': 'Yes, ""fever"" and ""febricity"" refer to an elevated body temperature or the state of having a fever. They share this medical meaning closely.\n\nRating: 9', 'phrase_0': 'Yes, ""Yellow fever"" is a recognized phrase, both as a medical term for the viral disease transmitted by mosquitoes and informally as slang referring to a preference for people of Asian descent. Therefore, I would rate it an 8 out of 10 for recognition. \n\nRating: 8', 'phrase_1': '""Yellow-bellied febricity"" is not a recognized phrase in standard usage. ""Yellow-bellied"" generally refers to someone who is cowardly, while ""febricity"" relates to fever. However, their combination is uncommon and lacks widespread recognition. \n\nRating: 3', 'contrast': '""Yellow fever"" is a viral disease transmitted by mosquitoes, while ""yellow-bellied febricity"" is not a commonly used term but seems to refer to a state of being cowardly or lacking boldness, with ""febricity"" suggesting a feverish condition. Therefore, their meanings are quite different.\n\nRating: 2'}"
tiro packer,Novice boxer,control_syn,False,4,2,3,8,2,"{'syn_0': '""Tiro"" typically means ""shot"" or ""a throw"" in Spanish and can also refer to someone who misses their target, while ""Novice"" means someone who is new or inexperienced at something. Both terms can imply a lack of experience in a particular context, particularly in a competitive or skill-based environment. \n\nHowever, the direct meanings don\'t align closely enough to share a clear similarity. \n\nRating: 4', 'syn_1': '""Packer"" and ""boxer"" do not share a significant meaning. ""Packer"" generally refers to someone who packs items, whereas ""boxer"" relates to someone who boxes or fights, or can refer to boxer shorts. There is some slang usage for ""packer"" that can relate to someone who uses a device to appear masculine, but this does not relate to ""boxer"". Thus, their meanings are not similar enough.\n\nRating: 2', 'phrase_0': '""Tiro packer"" is not a widely recognized phrase and does not appear to have significant usage or meaning in common contexts. It could refer to a specific role in a niche area, but it is not a standard term. \n\nRating: 3', 'phrase_1': 'Yes, ""novice boxer"" is a recognized phrase, especially in the context of combat sports. It describes someone who is new to boxing and has limited experience. It is commonly used in both casual conversation and formal discussions about the sport.\n\nRating: 8', 'contrast': 'No, ""tiro packer"" and ""novice boxer"" have different meanings. A ""tiro packer"" typically refers to someone who is involved in packing goods, while a ""novice boxer"" is someone who is new to the sport of boxing. Given the distinct contexts, their similarity is low.\n\nRating: 2'}"
Ball bearing,musket ball turn out,control_syn,False,3,0,9,2,2,"{'syn_0': '""Ball"" can refer to a spherical object used in various games, while ""musket ball"" specifically refers to a small metal ball used as ammunition for muskets. They both share the characteristic of being round objects, but their contexts and specific uses are quite different. Thus, the similarity is low.\n\nRating: 3', 'syn_1': 'The words ""bearing"" and ""turn out"" do not share a similar meaning. ""Bearing"" often refers to a person\'s posture or relationship to something, while ""turn out"" usually means to result in a certain way or to occur. Their contexts and applications differ significantly. \n\nRating: 0', 'phrase_0': 'Yes, ""ball bearing"" is a recognized term commonly used in mechanical engineering and manufacturing. It refers to a type of rolling-element bearing that uses balls to maintain the separation between the bearing races. Given its technical significance and common usage, I would rate it as follows:\n\nRating: 9', 'phrase_1': '""Musket ball turn out"" is not a recognized phrase in common usage or jargon. It could refer to the production or manufacturing of musket balls, but it lacks established context or meaning in niche uses. \n\nRating: 2', 'contrast': '""Ball bearing"" and ""musket ball"" refer to different objects with distinct purposes. A ball bearing is a component used to reduce friction in machinery, while a musket ball is a type of ammunition used in firearms. Their similarity is minimal.\n\nRating: 2'}"
Work bench,shape work bench,control_syn,False,0,3,8,4,6,"{'syn_0': '""Work"" and ""shape"" do not share a similar meaning. ""Work"" generally refers to tasks or labor, while ""shape"" pertains to form or structure. \n\nRating: 0', 'syn_1': '""Bench"" generally refers to a long seat for several people, while ""workbench"" specifically refers to a sturdy table used for manual work. Though they share the root concept of being a type of surface or seating, their specific meanings are quite different.\n\nRating: 3', 'phrase_0': 'Yes, ""workbench"" is a recognized phrase commonly used in woodworking, electronics, and various crafts to refer to a sturdy table for working on projects. It may be spelled as ""work bench"" informally, but ""workbench"" is the standard form. \n\nRating: 8', 'phrase_1': '""Shape work bench"" is not a commonly recognized phrase and may refer to a specific type of workbench used in woodworking or metalworking for shaping materials. Its usage is niche and could be understood in specific contexts but is not widely known.\n\nRating: 4', 'contrast': '""Work bench"" and ""shape work bench"" have some similarity, as both refer to surfaces used for tasks, but ""shape work bench"" specifies a particular function or type of workbench. \n\nRating: 6'}"
samara information,Key info,control_syn,False,0,9,3,8,2,"{'syn_0': '""Samara"" refers to a type of wind-dispersed seed typical in trees like maples, while ""Key"" generally refers to an object used to unlock mechanisms or can mean something essential. There is no significant similarity in meaning between the two words.\n\nRating: 0', 'syn_1': 'Yes, ""information"" and ""info"" share a meaning as ""info"" is a casual abbreviation of ""information."" Both refer to data or knowledge about a subject, though ""info"" is less formal. \n\nRating: 9', 'phrase_0': '""Samara information"" does not appear to be a widely recognized phrase in common usage, jargon, or niche domains. It may refer to information related to Samara (a city in Russia) or something specific within a certain context but lacks general recognition. \n\nRating: 3', 'phrase_1': '""Key info"" is a commonly used phrase, particularly in informal contexts, to refer to important information. It’s recognized in everyday language and business jargon. \n\nRating: 8', 'contrast': '""Samara information"" and ""Key info"" do not have similar meanings. ""Samara information"" refers to specific details related to Samara, which may pertain to geography, history, or culture, whereas ""Key info"" generally refers to critical or essential information about a broader subject. \n\nRating: 2'}"
day-by-day staff of life,Daily bread,control_syn,False,8,9,3,8,9,"{'syn_0': 'Yes, ""day-by-day"" and ""daily"" share a similar meaning in terms of occurrence or action happening each day. Both imply a regular, repetitive nature of something happening every day.\n\nRating: 8', 'syn_1': 'Yes, ""staff of life"" and ""bread"" share a similar meaning, as ""bread"" is often used to refer to food or sustenance in general, and ""staff of life"" specifically denotes bread or food essential for life. \n\nRating: 9', 'phrase_0': '""Day-by-day staff of life"" is not a recognized phrase in common usage, though it combines familiar expressions. It appears to evoke the idea of daily sustenance and support. Given its obscurity and lack of widespread recognition, I would rate it a 3.\n\nRating: 3', 'phrase_1': 'Yes, ""Daily bread"" is a recognized phrase, often used to refer to one\'s basic necessities or livelihood. It is commonly associated with the phrase ""give us this day our daily bread"" from the Lord\'s Prayer. \n\nRating: 8', 'contrast': 'Yes, ""day-by-day staff of life"" and ""daily bread"" refer to the essential sustenance or nourishment one needs to survive on a daily basis, both in a literal and metaphorical sense. They convey a similar concept of reliance on basic needs. \n\nRating: 9'}"
Elevator music,lift euphony,control_syn,False,10,9,8,3,9,"{'syn_0': 'Yes, ""elevator"" and ""lift"" share a meaning as both refer to a device used to transport people or goods between different floors of a building. \n\nRating: 10', 'syn_1': 'Yes, ""music"" and ""euphony"" share a meaning related to pleasant sounds and harmonious qualities. Euphony refers specifically to a pleasing sound, often in relation to music. \n\nRating: 9', 'phrase_0': 'Yes, ""elevator music"" is a recognized phrase commonly used to describe light, unobtrusive background music often played in elevators, waiting rooms, or similar spaces. It evokes a specific genre of bland, instrumental music and is part of popular culture. \n\nRating: 8', 'phrase_1': '""Lift euphony"" is not a widely recognized phrase in common usage, literature, or jargon. It may have niche applications in specific contexts, but it lacks general acceptance or clarity. Therefore, I would rate it low.\n\nRating: 3', 'contrast': 'Yes, ""elevator music"" and ""lift euphony"" refer to the same concept of background music played in elevators or public spaces. The terms are synonymous, though ""lift euphony"" is less commonly used. \n\nRating: 9'}"
intemperate John Cash,Hard cash,control_syn,False,0,0,3,9,2,"{'syn_0': '""Intemperate"" refers to lacking moderation, particularly with regard to indulgence in alcohol or other behaviors, while ""hard"" can imply strictness, difficult conditions, or toughness. They do not share similar meanings.\n\nRating: 0', 'syn_1': '""John Cash"" refers to the famous American singer-songwriter Johnny Cash, while ""cash"" typically refers to money. The two terms do not share a similar meaning. \n\nRating: 0', 'phrase_0': 'The phrase ""intemperate John Cash"" is not a widely recognized phrase. While ""John Cash"" could refer to Johnny Cash, the American singer, the term ""intemperate"" is not commonly associated with him in popular culture. The phrase may come from a specific context or work, but it does not have general recognition. \n\nRating: 3', 'phrase_1': 'Yes, ""hard cash"" is a recognized phrase commonly used to refer to physical currency as opposed to checks, credit, or digital payments. It is widely understood in both casual and professional contexts. \n\nRating: 9', 'contrast': '""Intemperate John Cash"" refers to someone, presumably John Cash, who has a lack of moderation or restraint in behavior, while ""Hard cash"" refers to physical currency, particularly in the context of tangible money. The meanings are quite different, as one relates to behavior and the other to finance.\n\nRating: 2'}"
bet on secret plan,Game plot,control_syn,False,7,8,5,8,3,"{'syn_0': '""Bet on"" and ""Game"" can share a meaning in the context of gambling or wagering, where one might bet on the outcome of a game. However, ""game"" has additional meanings related to play or sports that are not directly linked to betting. \n\nRating: 7', 'syn_1': 'Yes, ""secret plan"" and ""plot"" share a common meaning related to a scheme or a plan, often involving secrecy or intrigue. \n\nRating: 8', 'phrase_0': '""Bet on secret plan"" is not a widely recognized phrase, but it can convey a specific idea in contexts like strategy games or discussions about hidden agendas. It has a niche use but lacks broad recognition.\n\nRating: 5', 'phrase_1': '""Game plot"" is a recognized phrase in contexts related to video games, tabletop games, and storytelling within games. It effectively conveys the narrative or storyline elements of a game. I would rate it 8 out of 10 due to its clarity and common usage in gaming discussions. \n\nRating: 8', 'contrast': 'The phrases ""bet on secret plan"" and ""Game plot"" have distinct meanings. The first refers to a gamble or wager placed on an undisclosed strategy, while the second refers to the storyline or framework of a game. Although both involve planning and possibly strategy, they are not directly synonymous.\n\nRating: 3'}"
Message length,substance distance,control_syn,False,2,6,8,3,3,"{'syn_0': '""Message"" typically refers to a communication or information conveyed from one entity to another, while ""substance"" often refers to the material or essential quality of something. They don\'t share a direct meaning, nor do they overlap significantly in slang or vulgar usage.\n\nRating: 2', 'syn_1': '""Length"" generally refers to a measurement of how long something is, while ""distance"" refers to the space between two points. They can be related, as length can describe the distance between two endpoints in a specific context. \n\nSimilarity Rating: 6/10  \nRating: 6', 'phrase_0': '""Message length"" is a recognized phrase, commonly used in fields like communication, programming, and digital technology to refer to the number of characters, words, or bytes in a message. It is clear and functional in context. \n\nRating: 8', 'phrase_1': '""Substance distance"" is not a widely recognized phrase in common language or academic jargon. It may have niche uses in specific fields, but overall it lacks broader acknowledgment. \n\nRating: 3', 'contrast': '""Message length"" refers to the number of characters or words in a message, while ""substance distance"" pertains to the degree to which the content or meaning of two messages differs or aligns. They are related concepts but describe different aspects of communication. \n\nI would rate their similarity as a 3 out of 10. \n\nRating: 3'}"
railroad train road,Train route,control_syn,False,10,8,3,9,2,"{'syn_0': 'Yes, ""railroad train"" and ""train"" share a meaning, as ""train"" commonly refers to a vehicle that runs on tracks, synonymous with ""railroad train"". \n\nRating: 10', 'syn_1': '""Road"" and ""route"" both refer to a way or a path for traveling from one place to another. While ""road"" is typically a physical pathway, ""route"" can refer to a specific course taken or a planned journey. Their meanings overlap significantly in the context of travel. \n\nRating: 8', 'phrase_0': '""Railroad train road"" is not a recognized phrase and sounds somewhat redundant or confusing. I would rate it 3/10 for clarity and usage.\n\nRating: 3', 'phrase_1': 'Yes, ""train route"" is a recognized phrase commonly used in transportation and railway contexts to refer to the specific track or path taken by a train between two points. It is clear and understood by the general public as well as professionals in the field.\n\nRating: 9', 'contrast': '""Railroad train road"" and ""Train route"" do not have similar meanings. The first phrase is somewhat redundant and unclear, while the second clearly refers to a specific path a train takes. \n\nRating: 2'}"
give birth gob,Bear trap,control_syn,False,8,0,2,8,1,"{'syn_0': 'Yes, ""give birth"" and ""bear"" share a meaning related to the act of bringing forth offspring. While ""bear"" can also mean to endure or carry, in the context of childbirth, they are closely related.\n\nRating: 8', 'syn_1': '""Gob"" typically refers to a lump or mass, and can also mean to spit. ""Trap,"" on the other hand, generally refers to a device for catching something or a situation where escape is difficult. They don\'t share a similar meaning in any significant way. \n\nRating: 0', 'phrase_0': '""Give birth gob"" does not appear to be a recognized phrase in common usage, nor does it have established jargon or niche use. It may be an unconventional or creative combination of words, but it lacks clarity and context.\n\nRating: 2', 'phrase_1': 'Yes, ""bear trap"" is a recognized phrase, particularly in financial jargon, referring to a situation that appears to be a downturn in a market (bearish trend) but is followed by a price increase, trapping those who sold. It’s also used informally to describe a deceptive scenario that lures someone into a disadvantageous position.\n\nRating: 8', 'contrast': 'No, ""give birth gob"" and ""Bear trap"" have very different meanings. The first refers to the act of giving birth (though ""gob"" is not commonly associated with this phrase), while the second refers to a device used to catch animals. \n\nRating: 1'}"
Biological children,biologic tyke,control_syn,False,9,8,9,2,7,"{'syn_0': '""Biological"" and ""biologic"" are closely related terms, often referring to life or living organisms, with ""biological"" more commonly used in a broader context, including biological processes and systems. ""Biologic"" is typically used in more specific contexts, such as in reference to biologic drugs or products derived from living organisms. Overall, their meanings align closely without significant differences in standard usage.\n\nRating: 9', 'syn_1': 'Yes, ""children"" and ""tyke"" both refer to young individuals. ""Tyke"" is often used informally to refer to a child, particularly a small or mischievous one. \n\nRating: 8', 'phrase_0': '""Biological children"" is a recognized phrase often used in discussions about parenthood to differentiate between children born to a person and those adopted or otherwise not biologically related. It is widely understood and accepted in both casual and formal contexts, especially in legal and sociological discussions.\n\nRating: 9', 'phrase_1': '""Biologic tyke"" is not a recognized phrase in common usage, nor is it a standard term in any specific field. It could potentially be interpreted as a whimsical way to describe a young child (tyke) in relation to biological matters, but this is highly niche and unlikely to be understood without context.\n\nRating: 2', 'contrast': '""Biological children"" refers to offspring that are genetically related to their parents, while ""biologic tyke"" is a less common, informal way to describe a young child (typically implying some biological relationship as well, but less clearly). They have similar meanings, but ""tyke"" is more casual and less formal than ""children.""\n\nRating: 7'}"
Box office,package business office,control_syn,False,8,8,9,3,3,"{'syn_0': 'Yes, ""box"" and ""package"" share a meaning related to a container used for holding items. Both terms can refer to something that is used for storage or transportation. \n\nRating: 8', 'syn_1': 'Yes, ""office"" and ""business office"" share a similar meaning, as both refer to a space where professional work is conducted. The term ""business office"" generally specifies that it is an office related to business activities, while ""office"" can be more general. \n\nRating: 8', 'phrase_0': 'Yes, ""box office"" is a recognized phrase commonly used in the film industry to describe the revenue generated from ticket sales. It is well-known and widely understood. \n\nRating: 9', 'phrase_1': 'The phrase ""package business office"" is not widely recognized and appears to be a combination of terms without a clear, established meaning in common contexts. It might refer to a specific department within a business that handles packaging or logistics, but it lacks clarity and recognition.\n\nRating: 3', 'contrast': '""Box office"" generally refers to the revenue generated from ticket sales for movies, while ""package business office"" is not a commonly used term and could refer to a department handling various business operations, potentially including ticket sales among other functions. Therefore, they are not very similar in meaning.\n\nRating: 3'}"
Good impression,beneficial mental picture,control_syn,False,9,8,9,6,6,"{'syn_0': '""Good"" and ""beneficial"" both convey a sense of positive value or quality, indicating something that is advantageous or favorable. Given this overlap in meaning, they are quite similar.\n\nRating: 9', 'syn_1': 'Yes, ""impression"" and ""mental picture"" share a similar meaning in that both refer to a representation of something in the mind, often evoking imagery or ideas. \n\nRating: 8', 'phrase_0': 'Yes, ""good impression"" is a recognized phrase commonly used to refer to a positive perception or effect created by someone or something. It is widely understood and applicable in various contexts, such as personal interactions, business settings, and evaluations. \n\nRating: 9', 'phrase_1': '""Beneficial mental picture"" is not a widely recognized phrase, but it can be understood in contexts such as psychology or self-help, relating to positive visualization techniques. I would rate it a 6 out of 10 for clarity and potential niche usage.\n\nRating: 6', 'contrast': '""Good impression"" and ""beneficial mental picture"" are related but not identical. A good impression typically refers to a positive perception or feeling formed about someone or something, while a beneficial mental picture suggests a positive image that helps in understanding or visualization. Their meanings overlap somewhat, but the contexts in which they are used differ.\n\nRating: 6'}"
National anthem,internal hymn,control_syn,False,0,8,9,4,5,"{'syn_0': '""National"" refers to something relating to a nation, while ""internal"" pertains to something within a certain boundary or entity. They do not share a similar meaning. \n\nRating: 0', 'syn_1': 'Yes, ""anthem"" and ""hymn"" share meanings related to songs or pieces of music that express collective sentiments or beliefs, often used in a religious or patriotic context. Despite possible nuance differences, they both involve a sense of communal expression through music.\n\nRating: 8', 'phrase_0': 'Yes, ""national anthem"" is a widely recognized phrase referring to a country\'s official song symbolizing national pride. It is understood in various contexts globally and commonly used in both formal and informal discussions.\n\nRating: 9', 'phrase_1': '""Internal hymn"" is not a commonly recognized phrase, but it could be used in specific contexts, such as psychology, spirituality, or literature, to evoke a personal or inner sense of harmony or belief. Its recognition is limited.\n\nRating: 4', 'contrast': '""National anthem"" and ""internal hymn"" have similar themes of national pride and identity, but they refer to different concepts. A national anthem is a patriotic song officially recognized by a country, while an internal hymn might refer to a song used within a specific group or organization for motivation or unity, rather than a nation as a whole. \n\nRating: 5'}"
Solid state,self-colored State,control_syn,False,7,7,9,3,2,"{'syn_0': '""Solid"" and ""self-colored"" can both refer to a color or finish that is uniform and without patterns. However, ""solid"" also has meanings related to strength or reliability, while ""self-colored"" specifically pertains to colors without variations. \n\nTheir meanings overlap in terms of indicating a uniform color, but they are not interchangeable in all contexts. \n\nRating: 7', 'syn_1': 'Yes, ""state"" and ""State"" can share meanings, particularly in contexts like a political entity or condition. However, ""State"" often refers to a specific governing body (like a U.S. state), while ""state"" can also mean a condition of being.\n\nRating: 7', 'phrase_0': 'Yes, ""solid state"" is a recognized phrase, commonly used in electronics and physics, referring to materials or devices that are in solid form. It is widely acknowledged in various technologies, such as solid state drives (SSD). \n\nRating: 9', 'phrase_1': '""Self-colored State"" is not a widely recognized phrase in general usage, but it may have specific meanings in niche contexts, such as art or design. Overall, its recognition is quite limited.\n\nRating: 3', 'contrast': '""Solid state"" typically refers to a physical state of matter characterized by structural rigidity and resistance to changes in shape or volume, whereas ""self-colored state"" may refer to an object that possesses a color inherent to its material rather than being painted or dyed. While both terms relate to the properties of materials, they emphasize different aspects.\n\nTheir similarity is low.\n\nRating: 2'}"
surgeon ecumenical,Surgeon General,control_syn,False,10,3,2,9,2,"{'syn_0': 'Yes, ""surgeon"" and ""Surgeon"" share the same meaning, generally referring to a medical doctor who performs surgery. The capitalization does not alter the fundamental meaning in this context. \n\nRating: 10', 'syn_1': '""Ecumenical"" generally refers to promoting unity among different Christian denominations or relating to the worldwide Christian community. ""General,"" on the other hand, refers to something that is widely applicable or not specialized. While they both imply a broad or inclusive sense, ""ecumenical"" is specifically about religious unity, while ""general"" can refer to any non-specific concept. \n\nRating: 3', 'phrase_0': '""Surgeon ecumenical"" is not a recognized phrase in general use. It appears to blend terms that don\'t commonly go together, making it unclear in meaning. \n\nRating: 2', 'phrase_1': 'Yes, ""Surgeon General"" is a recognized phrase, referring to the head of the U.S. Public Health Service and an authority on public health issues. It\'s widely understood in healthcare and government contexts. \n\nRating: 9', 'contrast': '""Surgeon ecumenical"" and ""Surgeon General"" do not have similar meanings. The ""Surgeon General"" refers to the head of the U.S. Public Health Service, while ""surgeon ecumenical"" does not refer to a recognized title or concept in the same context. \n\nRating: 2'}"
Wire tap,telegraph rap,control_syn,False,6,4,9,3,2,"{'syn_0': '""Wire"" and ""telegraph"" both refer to methods of communication, particularly involving sending messages over distances using electrical signals. While ""wire"" can refer to the physical medium, ""telegraph"" specifically refers to a system or method that utilizes wires for transmitting coded messages. \n\nRating: 6', 'syn_1': '""Tap"" and ""rap"" can share a meaning in the context of informal music or performance (as in ""rap music"" and ""to tap dance""), but they largely refer to different actions. Despite some overlapping contexts, their primary meanings differ significantly. \n\nRating: 4', 'phrase_0': 'Yes, ""wire tap"" is a recognized phrase commonly used in law enforcement and legal contexts to refer to the practice of intercepting telephone communications. It\'s also used in media and popular culture. \n\nRating: 9', 'phrase_1': '""Telegraph rap"" is not a widely recognized phrase, though it might refer to a specific style of rap or a niche concept, possibly related to messaging or communication themes. Overall, it lacks mainstream acceptance. \n\nRating: 3', 'contrast': '""Wire tap"" and ""telegraph rap"" do not have a similar meaning. A wiretap refers to the practice of secretly listening to or recording phone conversations, while telegraph rap does not have a widely recognized meaning and seems to be a play on words or a misunderstanding. \n\nRating: 2'}"
Dollar store,clam stock,control_syn,False,9,7,9,7,1,"{'syn_0': '""Dollar"" and ""clam"" both refer to units of currency. ""Clam"" is often used in slang to mean a dollar, especially in the U.S. \n\nRating: 9', 'syn_1': 'Yes, ""store"" and ""stock"" can share a similar meaning in the context of inventory or supply, as both refer to keeping goods available for purchase. \n\nRating: 7', 'phrase_0': '""Dollar store"" is a recognized phrase commonly used to refer to retail stores that sell inexpensive items typically priced around one dollar. It is widely understood and used in everyday language. \n\nRating: 9', 'phrase_1': '""Clam stock"" is a recognized phrase in culinary contexts, referring to a stock made from clams used as a base for soups, sauces, or other dishes. It\'s not widely known outside of cooking, but it is established within that niche.\n\nRating: 7', 'contrast': 'No, ""Dollar store"" refers to a discount retail store where most items are sold for a dollar, while ""clam stock"" refers to a type of broth made from clams, often used in cooking. They are unrelated concepts. \n\nRating: 1'}"
subservient respect,Instrumental values,control_syn,False,4,7,5,8,3,"{'syn_0': '""Subservient"" means being excessively willing to serve or obey others, while ""instrumental"" often means serving as a means to an end or having a role in achieving something. They can be related in the sense that both involve service to others, but ""instrumental"" doesn\'t carry the same connotation of obedience or submissiveness. \n\nRating: 4', 'syn_1': '""Respect"" and ""values"" both relate to the principles and standards that individuals or groups hold in regard to behavior and ethics. While ""respect"" often refers to the regard or admiration for someone or something, ""values"" represent the beliefs or ideals that guide behavior. They share a conceptual relationship in that respect can stem from or be given to certain values. \n\nRating: 7', 'phrase_0': '""Subservient respect"" is not a widely recognized phrase in standard usage but could potentially be found in niche discussions about power dynamics or social hierarchy. It\'s somewhat understandable, combining the ideas of subservience and respect, but not commonly used. \n\nRating: 5', 'phrase_1': 'Yes, ""instrumental values"" is a recognized phrase in philosophy and ethics, referring to values that are seen as useful or means to an end. It is commonly used in discussions about moral philosophy, decision-making, and value theories. \n\nRating: 8', 'contrast': '""Subservient respect"" refers to a kind of respect that is marked by submission or obedience, often reflecting a hierarchical relationship. ""Instrumental values,"" on the other hand, are values that are seen as useful or practical in achieving some end, typically related to the effectiveness or utility of actions.\n\nWhile both terms deal with the idea of value and regard, they emerge from different contexts—one from a relational perspective and the other from a utility-focused perspective.\n\nRating: 3'}"
